,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,Explicit Track,Pandora Track,Unnamed: 0,channelId,channelUsername,channelUrl,numberOfSubscribers,channelTotalViews,channelTotalVideos,viewCount
3303,Ball If I Want To,Ball If I Want To,DaBaby,2021-06-18,USUM72109804,3418,23.5,216934691,65171,14450198,60.0,70627607,1101053,245749,133687791,1016363322,41724867,33.0,8865,94,15,0,12,46773968,0,8702695,603507,1,46773968,6.0,UC2CCXzC56k0b8L49R_iW-Yw,dababy,https://www.youtube.com/channel/UC2CCXzC56k0b8L49R_iW-Yw,10900000.0,5493535236.0,244.0,519288.0
3304,P*$$Y Fairy (OTW),P*$$Y Fairy (OTW),Jhenï¿½ï¿½ ,2020-01-17,USUM72000367,3394,23.5,188774618,39746,10892506,63.0,175882087,1473683,110353,13089939,91057232,23752121,19.0,83735,69,6,0,8,114657478,0,22199120,0,1,114657478,,,,,,,,
3305,dangerous,dangerous,21 Savage,2024-01-10,USSM12309167,3407,23.5,47098347,15845,17899427,,1767046,28517,0,0,0,0,7.0,198,0,3,0,12,1307483,186,0,85831,1,1307483,93.0,UCOjEHmBKwdS7joWpW0VrXkg,21savage,https://www.youtube.com/channel/UCOjEHmBKwdS7joWpW0VrXkg,9750000.0,5897665290.0,156.0,9834523.0
3306,Ensï¿½ï¿½ï¿½ï¿½ame ,Un Verano Sin Ti,Bad Bunny,2022-05-06,QM6MZ2214887,3398,23.5,348372811,52893,6523487,69.0,106600063,684118,25900,16462263,154007395,99252847,12.0,1956,0,0,0,0,8024673,0,0,400999,0,8024673,12.0,UCmBA_wu8xGg1OfOkfW13Q0Q,BadBunnyPR,https://www.youtube.com/channel/UCmBA_wu8xGg1OfOkfW13Q0Q,49400000.0,38781991349.0,182.0,7386556.0
3307,Olha a Explosï¿½,O Melhor do Brasil,MC Kevinho,2018-06-14,USHM21860309,3395,23.5,0,1,45,,1295405860,9977052,0,0,0,147328763,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
3308,Bellaquita,Bellaquita,Dalex,2019-09-06,QM9WM1900144,3396,23.5,207093355,33813,5671029,55.0,683691095,3379761,333046,52979754,534205330,5645399,17.0,2393,12,2,0,6,15446689,0,0,361062,1,15446689,345.0,UCeSCejKJS0W4LTptFuBYU0g,dalex,https://www.youtube.com/channel/UCeSCejKJS0W4LTptFuBYU0g,6480000.0,5052975362.0,374.0,16302.0
3309,Limbo,Prestige,Daddy Yankee,2012-01-01,USNPD1200128,3400,23.5,508914869,86239,25204530,70.0,1529347092,6057759,55811,8937199,73318392,341710178,48.0,12567,67,39,0,36,200834379,0,330708,5615561,0,200834379,159.0,UC9TO_oo4c_LrOiKNaY6aysA,DaddyYankee,https://www.youtube.com/channel/UC9TO_oo4c_LrOiKNaY6aysA,39700000.0,25892971653.0,578.0,923331.0
3310,Ah-Bop,Ah-Bop,Gene Ess,2022-10-07,USDY42287367,3390,23.5,0,1,30,,359775065,320202,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,
3311,Tu Perfume,Tu Perfume,Banda MS de Sergio Lizï¿½ï¿½r,2024-02-14,MXB952400003,3416,23.5,18946480,863,5681798,,48584653,212355,0,0,0,140462131,1.0,2842,84,0,0,6,3210010,989,0,124485,0,3210010,,,,,,,,
3312,Chamkeela Angeelesi,"Chamkeela Angeelesi (From ""Dasara"") (Telugu)",Santhosh Narayanan,2023-03-08,INH102303862,3417,23.5,40358575,1358,1211901,55.0,244162762,1098125,0,0,0,1573017,3.0,8,0,0,0,6,0,0,0,34515,0,,,,,,,,,
3313,Hayloft II,Inside (Deluxe),Mother Mother,2022-01-28,CAW112100716,3408,23.5,216252006,55274,8810602,70.0,164171809,2843492,1195,345600,3837839,90730940,13.0,7264,14,5,0,13,2183502,0,0,565511,1,2183502,,,,,,,,
3314,Tormenta (feat. Bad Bunny),Cracker Island,Gorillaz,2023-02-24,GBAYE2200465,3391,23.5,197096592,36980,10871819,62.0,33253817,624663,44998,23983331,327222300,363746,14.0,14389,33,14,0,20,2541495,973,0,509357,1,2541495,132.0,UCfIXdjDQH9Fau7y99_Orpjw,Gorillaz,https://www.youtube.com/channel/UCfIXdjDQH9Fau7y99_Orpjw,11500000.0,6425322073.0,364.0,984390.0
3315,DJ Got Us Fallin' In Love,Europa FM Presenta Europa Baila,USHER,2010-01-01,USLF21000041,3402,23.5,841183589,178587,102898525,76.0,485860020,3227301,27671,7733399,64589027,188887432,112.0,2137,351,46,0,18,793976863,0,1444503,6644459,0,793976863,,,,,,,,
3316,DIE,KMT,Gazo,2022-07-01,FR9W12215357,3393,23.5,168211673,38142,4366481,62.0,112307349,619364,380000,66718830,687903274,0,40.0,10122,0,19,0,13,2128,0,0,874725,1,2128,,,,,,,,
3317,You and Me,Leo,Shubh,2024-01-05,QMFMG2357542,3406,23.5,52919662,3838,3967859,67.0,58026963,716085,0,0,0,29757537,11.0,113,0,2,0,5,22851,0,0,161254,0,22851,,,,,,,,
3318,Please Don't Fall In Love With Me,Please Don't Fall In Love With Me,Khalid,2024-04-05,USRC12400865,3415,23.5,32679509,4502,36934463,,5253434,136619,0,0,0,446313,34.0,1802,30,23,0,33,4267828,549,0,83997,0,4267828,114.0,UCJHC3VbFsp7kJ2NxPGltwiw,khalidbasalamah,https://www.youtube.com/channel/UCJHC3VbFsp7kJ2NxPGltwiw,3090000.0,302194365.0,5209.0,2760.0
3319,Aullando,"Los Campeones del Pueblo ""The Big Leagues""",Wisin & Yandel,2018-12-14,USSD11800386,3403,23.5,407025386,32596,12353977,62.0,742853552,2408323,41816,1175713,16922902,116399134,31.0,8549,51,11,0,11,87201744,0,0,1862363,0,87201744,,,,,,,,
3320,El Incomprendido,El Incomprendido,Farruko,2021-09-30,USSD12100701,3412,23.5,186233910,58393,11050675,55.0,114487705,1160464,51939,5919470,95822904,6639701,46.0,51359,24,23,0,19,22544548,0,0,2989432,1,22544548,113.0,UCqFhfan_P2AmGVB1X2B-3Aw,farruko,https://www.youtube.com/channel/UCqFhfan_P2AmGVB1X2B-3Aw,19900000.0,11264743668.0,315.0,758295.0
3321,23,"23 (feat. Miley Cyrus, Wiz Khalifa & Juicy J) - Single",Mike WiLL Made-It,2013-01-01,USUM71312049,3409,23.5,339514083,62118,14714742,63.0,1077541932,5697309,791577,18838361,164169789,149601135,26.0,5802,0,12,0,20,205205235,0,0,4621402,1,205205235,,,,,,,,
3322,Guay,Guay,Ozuna,2024-04-18,QM6MZ2440135,3392,23.5,25134764,3004,39535866,73.0,7120990,109558,0,412,3319,2563216,22.0,2941,0,23,0,21,955530,51,94933,104141,0,955530,297.0,UCjIA3wwhi0QjSOXAZwOXbPA,Ozuna,https://www.youtube.com/channel/UCjIA3wwhi0QjSOXAZwOXbPA,37300000.0,26237535600.0,256.0,4657112.0
3323,Poesia Acï¿½ï¿½stica #6: Era uma,Poesia Acï¿½ï¿½stica #6: Era uma,Pineapple StormTv,2018-12-24,US7VG1878876,3397,23.5,290101322,29494,7278455,66.0,895286211,5619411,0,0,0,5780216,7.0,304,0,22,0,9,0,0,0,305405,1,,,,,,,,,
3324,Swang,SremmLife 2 (Deluxe),Rae Sremmurd,2016-08-12,USUM71603303,3405,23.5,658051344,128507,19018702,66.0,502542395,3470603,310468,28258632,172756577,33622630,65.0,4896,23,16,0,0,138182258,0,0,3394835,1,138182258,,,,,,,,
3325,Broke Boys,Her Loss,Drake,2022-11-04,USUG12208608,3399,23.5,143220845,57819,6493900,61.0,17892665,186286,8535,2306269,26577093,0,4.0,57,8,3,0,12,11161976,0,0,333934,1,11161976,28.0,UCSePgMI6WVzSE7rjiNj6jnA,DrakeRofls,https://www.youtube.com/channel/UCSePgMI6WVzSE7rjiNj6jnA,351000.0,114070368.0,1352.0,17296.0
3326,SMOKE IT OFF!,SMOKE IT OFF!,Lumi Athena,2022-11-22,QZTB32217762,3389,23.5,185817317,28912,4118167,69.0,115720244,1632608,125310,30612777,237465039,20301,1.0,0,0,1,0,0,661275,0,0,675371,1,661275,,,,,,,,
3327,Night Bus,Night Bus,KIDS,2022-12-09,DGA072230399,3401,23.5,5316,9,219,,307185270,750059,0,0,0,0,,1,0,0,0,0,0,0,0,3,0,,,,,,,,,
3328,What They Want,What They Want,Russ,2016-07-28,USSM11606200,3404,23.5,569767392,102907,12253671,68.0,468513022,3937324,539686,137326889,1026583434,16982165,65.0,715,0,25,0,0,301411280,0,0,3181996,1,301411280,,,,,,,,
3329,All of Me - Radio Edit,"ýý3 Greatest Hits, Vol. 66",John Legend,2014-06-27,USSM11400599,3411,23.5,2379787239,362,74085,20.0,11365291,74275,0,0,0,0,4.0,1684,0,1,175,0,0,0,162140441,0,0,,,,,,,,,
3330,Corazï¿½ï¿½n F,Corazï¿½ï¿½n Frï¿½ï¿½o ,Jasiel Nuï¿½ï,2023-10-12,QMDA72384363,3420,23.4,79485128,6458,10455834,,53649480,398179,5556,2005258,13574747,0,4.0,0,0,2,0,5,2343674,370,2270240,399160,0,2343674,,,,,,,,
3331,Take Care,Take Care (Deluxe),Drake,2011-11-15,USCM51100547,3431,23.4,622498643,110679,26798475,70.0,454602464,2153347,23770,11732654,82945578,164634951,93.0,180,10,17,0,24,499293917,0,0,5506262,1,499293917,28.0,UCSePgMI6WVzSE7rjiNj6jnA,DrakeRofls,https://www.youtube.com/channel/UCSePgMI6WVzSE7rjiNj6jnA,351000.0,114070368.0,1352.0,17296.0
3332,A Sky Full of Stars,Los Nï¿½ï¿½meros 1 De 40 (El Disco De Los ï¿½ï,Coldplay,2014-01-01,GBAYE1400217,3421,23.4,1490987063,203270,92755562,81.0,395515510,2684342,971368,157727782,1583375110,8447636,12.0,167558,136,308,0,39,0,0,0,0,0,,76.0,UCDPM_n1atn2ijUwHd0NNRQw,coldplay,https://www.youtube.com/channel/UCDPM_n1atn2ijUwHd0NNRQw,27400000.0,20462820743.0,530.0,91452.0
3333,Smack That - Dirty,Smack That (feat. Eminem),Akon,2006-01-01,USUM70609036,3422,23.4,1023825031,204464,51055833,80.0,1251716030,8866662,0,279003,1957205,397519323,37.0,28439,0,24,0,25,256334581,0,0,5885853,1,256334581,,,,,,,,
3334,Ramen & OJ,Ramen & OJ,Joyner Lucas,2021-04-30,QZES92173120,3423,23.4,260117606,92337,16647767,63.0,104323081,1049129,10100,1200633,12058693,192238093,18.0,1030,6,8,0,6,17681699,0,0,1320861,1,17681699,,,,,,,,
3335,Arhbo [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Arhbo (Music from the Fifa World Cup Qatar 2022 Official Soundtrack) [feat. FIFA Sound] - Single,Ozuna,2022-08-19,QZNMV2235460,3427,23.4,49549021,10601,3845428,33.0,119899690,1194687,1100000,183128923,3499011841,75508012,5.0,10656,0,4,0,3,118911,689,0,1090933,0,118911,297.0,UCjIA3wwhi0QjSOXAZwOXbPA,Ozuna,https://www.youtube.com/channel/UCjIA3wwhi0QjSOXAZwOXbPA,37300000.0,26237535600.0,256.0,4657112.0
3336,MEGAVERSE,ROCK-STAR,Stray Kids,2023-11-10,US5TA2300150,3426,23.4,71016852,6500,2233993,,68206031,1896395,0,1691624,6003993,46394991,1.0,77,0,1,0,0,556367,0,510338,120216,0,556367,,,,,,,,
3337,Come See Me,Come See Me - Single,Rod Wave,2023-09-01,USQX92305090,3428,23.4,28876525,6626,1303808,,22591925,181723,22448,3568216,28824932,174302192,8.0,52,0,8,0,12,3335211,0,9020887,102901,1,3335211,,,,,,,,
3338,Cool With You,NewJeans 2nd EP 'Get Up',NewJeans,2023-07-21,USA2P2330072,3425,23.4,165916276,17423,3301778,70.0,52705822,887461,43015,13217486,92644726,9441934,6.0,4205,31,3,0,30,570444,456,861470,139260,0,570444,318.0,UCMki_UkHb4qSc0qyEcOHHJw,NewJeans_official,https://www.youtube.com/channel/UCMki_UkHb4qSc0qyEcOHHJw,7980000.0,4233657809.0,706.0,101518.0
3339,Dark Matter,Dark Matter,Pearl Jam,2024-02-13,USUG12309749,3430,23.4,11776885,2274,7617471,,1925268,46321,0,0,0,3129371,21.0,48334,45,12,0,21,1653373,573,0,154162,0,1653373,,,,,,,,
3340,Shameless,Shameless,Camila Cabello,2019-09-05,USSM11905431,3419,23.4,524463179,59700,20404459,76.0,297234963,4259163,330599,142205855,1255373850,95023763,35.0,3430,0,16,0,14,30216738,0,6169230,4462173,0,30216738,8.0,UCio_FVgKVgqcHrRiXDpnqbw,camilacabello,https://www.youtube.com/channel/UCio_FVgKVgqcHrRiXDpnqbw,16700000.0,7448017893.0,188.0,197551.0
3341,New Freezer (feat. Kendrick Lamar),New Freezer (feat. Kendrick Lamar),Rich The Kid,2017-09-25,USUM71708973,3424,23.4,317302250,59316,12635825,54.0,113727264,1143446,169932,44327209,286048019,4852424,63.0,7340,140,14,0,6,87899940,0,74265281,2007712,1,87899940,303.0,UCvTEOPrdg8f_mufsqH3VGQw,richthekid,https://www.youtube.com/channel/UCvTEOPrdg8f_mufsqH3VGQw,2570000.0,1226289800.0,150.0,417863.0
3342,GTA.mp3,GTA.mp3,Emilia,2023-09-07,USSD12300253,3429,23.4,103722826,13322,11067087,,55495034,291171,90830,8610012,81845600,413657,16.0,7582,251,22,0,17,152649,0,0,105207,0,152649,,,,,,,,
3343,Dembow,Dembow,Danny Ocean,2017-12-08,USWL11700269,3441,23.3,579189526,60397,11805084,65.0,828853696,3086157,84450,21202350,158504854,199705679,34.0,5406,9,20,0,12,6723858,0,0,1619550,0,6723858,46.0,UC8OjoQHmGd7fDWluxKlQGdg,DannOcean,https://www.youtube.com/channel/UC8OjoQHmGd7fDWluxKlQGdg,5460000.0,5017190950.0,175.0,2686779.0
3344,WAKE UP!,WAKE UP!,MoonDeity,2022-08-05,QM6N22283397,3435,23.3,152307497,35409,17925243,67.0,154243444,1898082,20600,13109944,120806447,21795577,10.0,0,0,2,0,0,612716,648,0,1106286,1,612716,,,,,,,,
3345,ECHOES: Cala Boca Menino,Echoes,Fire! Orchestra,2023-04-14,NOFGR2331100,3438,23.3,11960,69,4543,2.0,234911523,836587,0,0,0,0,,7,0,0,0,0,0,0,0,0,0,,,,,,,,,
3346,Fast,Death Race For Love (Bonus Track Version),Juice WRLD,2019-03-08,USUG11900385,3450,23.3,392674468,73288,11414109,62.0,119252275,1233579,157773,6752332,39728302,45827043,27.0,2,0,5,0,7,14217098,0,45171143,780444,1,14217098,38.0,UC0BletW9phE4xHFM44q4qKA,JuiceWRLD,https://www.youtube.com/channel/UC0BletW9phE4xHFM44q4qKA,12900000.0,7312606889.0,189.0,4095766.0
3347,Come and See Me (feat. Drake),Come and See Me (feat. Drake),PARTYNEXTDOOR,2016-03-23,USWB11600360,3436,23.3,609032900,93938,19349153,66.0,176053242,1338088,29280,6397249,38686929,45597343,27.0,7568,65,45,0,19,0,0,87762940,2529532,1,,,,,,,,,
3348,Myself,COSMIC,Bazzi,2018-04-12,USAT21801524,3443,23.3,279105227,46745,6489845,59.0,138981651,2563777,5018008,375872882,4596936089,21471340,16.0,625,0,12,0,3,37479569,0,0,2446779,0,37479569,309.0,UCKI6DNZu8-X5VWI0FEEYCTA,bazzi,https://www.youtube.com/channel/UCKI6DNZu8-X5VWI0FEEYCTA,3250000.0,1411684822.0,105.0,257894.0
3349,Muï¿½ï¿½,Muï¿½ï¿½ecas - Si,TINI,2023-01-12,USHR12244823,3440,23.3,162551255,20554,11413592,57.0,159174916,713718,0,0,0,5714999,13.0,6446,270,23,0,29,355966,99,0,0,0,355966,,,,,,,,
3350,"BESAME (feat. Tiago PZK, Khea & Neo Pistea) - Remix","BESAME (feat. Tiago PZK, Khea & Neo Pistea) [Remix]",Bhavi,2024-04-16,BK4DA2410627,3444,23.3,66225764,4531,17931371,78.0,0,0,0,0,0,0,6.0,332,0,4,0,9,0,0,0,103512,1,,,,,,,,,
3351,LOCO,CRAZY IN LOVE,ITZY,2021-09-24,US5TA2100051,3451,23.3,259023338,21380,4116327,63.0,381462973,6675316,134789,161181653,909400567,140676480,13.0,1395,136,1,492,19,1484382,0,0,0,0,1484382,,,,,,,,
3352,Life's A Mess (feat. Halsey),Life's A Mess (feat. Halsey),Juice WRLD,2020-07-06,USUG12002091,3442,23.3,319737440,63731,10636802,61.0,108796209,1558911,8422,1394175,11172071,436544,20.0,99,0,9,0,6,31215577,0,28894710,375289,1,31215577,38.0,UC0BletW9phE4xHFM44q4qKA,JuiceWRLD,https://www.youtube.com/channel/UC0BletW9phE4xHFM44q4qKA,12900000.0,7312606889.0,189.0,4095766.0
3353,Have Mercy,Have Mercy,Chlï¿½,2021-09-10,USSM12105357,3445,23.3,202781631,32888,14372026,60.0,1271445,21984,673047,323827842,2410282562,4761746,44.0,119001,0,14,0,35,67145429,0,4649990,1690643,1,67145429,,,,,,,,
3354,Cake By The Ocean - Cover,FOLIAGE PLANT selected by KIKO,epi records,2023-02-16,TCJPU2357716,3537,23.3,1614203949,1,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,
3355,Bad Decisions (with BTS & Snoop Dogg),Bad Decisions (with BTS & Snoop Dogg),benny blanco,2022-08-05,USUM72210832,3449,23.3,259730016,21452,21180923,62.0,102357127,3788945,168727,98491449,597069529,3913529220,37.0,86708,51,17,0,25,9835348,0,0,858779,0,9835348,47.0,UCqrBKQHQVEvD2Q9FP0DCP2g,bennyblanco,https://www.youtube.com/channel/UCqrBKQHQVEvD2Q9FP0DCP2g,2000000.0,1629496333.0,70.0,299563.0
3356,Yebbaï¿½ï¿½ï¿½s Hear,Certified Lover Boy,Drake,2021-09-03,USUG12104407,3448,23.3,349849639,81889,12970647,71.0,59701089,650033,96428,61939371,352584596,21631984,13.0,12,8,6,0,3,6377789,0,0,1419180,1,6377789,28.0,UCSePgMI6WVzSE7rjiNj6jnA,DrakeRofls,https://www.youtube.com/channel/UCSePgMI6WVzSE7rjiNj6jnA,351000.0,114070368.0,1352.0,17296.0
3357,Drums (Feat. Kim Petras),Drums (Feat. Kim Petras),James Hype,2023-10-06,GBUM72308471,3434,23.3,48573000,12116,42703266,,10575780,130509,583,184636,7526758,49677185,26.0,49396,176,33,0,17,424106,177,0,773165,0,424106,,,,,,,,
3358,El Avioncito,El Avioncito,Giblack,2021-10-28,ESA011561085,3447,23.3,11569095,3147,419656,41.0,134929794,751052,2517500,382042979,5210740180,3330686,4.0,1816,0,3,0,0,31084,610,0,226882,0,31084,,,,,,,,
3359,Handle On You,Handle On You,Parker McCollum,2022-08-05,USUM72211050,3439,23.3,103858433,17543,4890850,63.0,23571548,127913,5710,2180810,32959012,349600,18.0,203279,31,2,0,16,35876540,0,0,481957,0,35876540,,,,,,,,
3360,"Non, je ne regrette rien",Edith Piaf Essentials : The Greatest Hits of the Most Popular French Singer,ýýdith Piaf,2024-05-07,FR6F32336520,3433,23.3,168750749,1,1,19.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
3361,Montagem - Pr Funk,Montagem - Pr Funk - Single,BARATO NATION,2023-12-27,IEWNY2348674,3867,23.2,332936854,6,22,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
3362,Tunnel Vision,Tunnel Vision,Kodak Black,2017-02-17,USAT21700379,3477,23.2,654828389,139540,20919688,68.0,97450066,884775,122425,10413135,86649600,949109,75.0,7257,15,19,0,9,312321561,0,0,3010996,1,312321561,190.0,UChEYVadfkMCfrKUi6qr3I1Q,KodakBlack-yt2nk,https://www.youtube.com/channel/UChEYVadfkMCfrKUi6qr3I1Q,9280000.0,7389457450.0,597.0,141528.0
3363,White Tee (with NO1-NOAH),Life On Earth - EP,Summer Walker,2020-07-10,USUM72013570,3474,23.2,277094824,75966,16182804,63.0,118824965,1513533,299390,71831644,537618525,86473375,18.0,868,36,10,0,0,8138349,0,13393881,3474234,1,8138349,,,,,,,,
3364,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý - Single,TaitosmitH,2024-03-26,THG012400089,3462,23.2,2759335,248,177260,,40796081,268043,0,0,0,0,4.0,55,0,0,0,0,0,0,0,17660,0,,,,,,,,,
3365,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýý,2023-10-05,THSOH2308099,3455,23.2,3872,5,3,,0,0,917800,4413567,135542729,0,,0,0,0,0,0,0,0,0,146,0,,,,,,,,,
3366,La Llevo Al Cielo (Ft. ï¿½ï¿½engo F,La Llevo Al Cielo (Ft. ï¿½ï¿½engo F,Chris Jedi,2022-05-20,USUM72201829,3471,23.2,411006233,63319,20006639,67.0,6186421,60126,0,0,0,0,29.0,19221,60,12,0,21,18018765,0,0,1029664,1,18018765,,,,,,,,
3367,Too Easy,Too Easy,Gunna,2021-09-24,QMCE32100757,3452,23.2,133039977,69577,7803085,54.0,21842375,250732,33573,29171201,241202185,27878588,17.0,19365,401,3,0,9,15478634,0,13914231,216542,1,15478634,209.0,UCAkIMkEaa9sZmjcy7mfd5lQ,GunnaOfficial,https://www.youtube.com/channel/UCAkIMkEaa9sZmjcy7mfd5lQ,3030000.0,2386427786.0,355.0,8391690.0
3368,Walking On A Dream,Walking On A Dream,Empire Of The Sun,2008-01-01,AUEI10800039,3476,23.2,923637058,248136,72561268,74.0,326484288,2513872,729463,158541861,1346152082,31766857,180.0,62766,111,88,0,62,366981662,0,0,9554869,0,366981662,258.0,UCyacMWc-JhzX6iq2PCF-4jw,empireofthesun,https://www.youtube.com/channel/UCyacMWc-JhzX6iq2PCF-4jw,828000.0,939212840.0,89.0,262510.0
3369,Take Two,Take Two,BTS,2023-06-09,USA2P2323050,3461,23.2,259288333,9472,17478821,69.0,40948018,2324228,432500,93022348,503776050,0,36.0,10787,4,9,0,18,1416625,486,0,320367,0,1416625,16.0,UCLkAepWjdylmXSltofFvsYQ,BTS,https://www.youtube.com/channel/UCLkAepWjdylmXSltofFvsYQ,79800000.0,24405274078.0,2699.0,712158.0
3370,Water (Remix),Water (Remix) - Single,Tyla,2023-11-17,USSM12308549,3473,23.2,51588608,14616,7031379,,0,0,28200,1366281,18843138,0,28.0,23379,0,11,0,12,2832393,0,346063,274717,0,2832393,328.0,UC8HOgNWipVorrlBH8oN2R-A,Tylaofficial,https://www.youtube.com/channel/UC8HOgNWipVorrlBH8oN2R-A,4620000.0,1628517138.0,161.0,403050.0
3371,You Know You Like It,You Know You Like It,DJ Snake,2014-10-14,USUM71414293,3465,23.2,506083686,88997,19591325,65.0,191257884,1917299,22248,8081963,53859932,17749865,105.0,20173,45,38,0,16,359711385,0,51994371,14034296,0,359711385,,,,,,,,
3372,Bom Diggy,Bom Diggy - Single,Zack Knight,2017-08-24,QM6P41715585,3464,23.2,55362558,9861,2598056,46.0,1292844409,5695565,75620,3354781,45939694,158638266,3.0,495,0,1,861,0,0,0,0,480815,0,,,,,,,,,
3373,Mati-Matian,Mati-Matian - Single,Mahalini,2024-03-29,QZZNV2400046,3472,23.2,52510463,992,9607115,76.0,27329009,200501,0,0,0,0,9.0,746,0,0,0,0,0,0,0,12270,0,,,,,,,,,
3374,Live Another Day,Phonkageddon,Kordhell,2021-08-27,QZMEM2171029,3470,23.2,283108875,69176,20246527,66.0,147447678,1916013,115000,93038797,1067856594,56188,14.0,1,0,3,0,1,2893729,0,0,1365064,1,2893729,331.0,UCS8OjP50HmdeXeKYLvF3rdA,KORDHELL,https://www.youtube.com/channel/UCS8OjP50HmdeXeKYLvF3rdA,1280000.0,1094107633.0,136.0,48392.0
3375,Ana Ghaltan,Cigara,Bahaa Sultan,2021-12-27,EGA092200106,3468,23.2,8316794,1342,217990,47.0,0,0,173,15714,307818,0,,631,0,1,0,0,0,0,46825425,8447,0,,,,,,,,,
3376,Sexo Virtual,VICE VERSA,Rauw Alejandro,2021-06-25,USSD12100294,3460,23.2,293361823,61096,10057845,66.0,141862016,1051171,678500,156741590,1336043098,8383884,58.0,1054,0,10,0,2,7467616,0,0,717742,1,7467616,162.0,UC_Av98lDjf5KvFib5elhpYg,RauwAlejandroTv,https://www.youtube.com/channel/UC_Av98lDjf5KvFib5elhpYg,14500000.0,15263572869.0,224.0,3213992.0
3377,"Nï¿½ï¿½o, Nï¿½",Piseiro Sofrï¿½ï¿½,Mari Fernandez,2021-04-29,BCFWR2100002,3469,23.2,158404124,19033,5413126,51.0,156298379,1025633,2418608,89218584,927182106,218620029,32.0,5312,0,27,0,4,1380,4,27099,0,0,1380,,,,,,,,
3378,ýý ýýýýýýýý ýýýýýýýýýý,ýý ýýýýýýýý ýýýýýýýýýý,Moreart,2020-12-04,FR26V2072992,3475,23.2,60358583,32582,1788403,50.0,43371351,749082,3001121,650159397,8680132146,994101,4.0,340,0,0,0,3,2287886,0,0,3413948,1,2287886,,,,,,,,
3379,Chasin' You,If I Know Me,Morgan Wallen,2018-04-27,QZ22S1800006,3466,23.2,609984789,66397,14589013,74.0,255780709,1101498,91600,18502723,142412314,400499073,43.0,162999,8,4,0,12,231456245,0,0,1494580,0,231456245,217.0,UCzIyoPv6j1MAZpDHKLGP_eA,morganwallen,https://www.youtube.com/channel/UCzIyoPv6j1MAZpDHKLGP_eA,3250000.0,761838431.0,115.0,2137085.0
3380,Ali Cabbar,Parti ï¿½ï¿½,Emir Can ï¿½ï¿½ï,2023-06-02,TRAUR2300024,3467,23.2,63442980,10414,1765706,58.0,127252829,552569,84400,3171710,108671025,4788783,7.0,4502,0,0,0,0,0,0,0,224773,0,,,,,,,,,
3381,Clouds,Clouds - Single,BUNT.,2023-01-12,QZTBB2202743,3459,23.2,149986283,48038,50298372,63.0,9500978,157127,369,686653,13195696,5469007,31.0,11060,185,40,0,11,2277841,391,0,668816,0,2277841,,,,,,,,
3382,Let Your Boys Be Country,Let Your Boys Be Country,Jason Aldean,2023-08-25,QMRSZ2301462,3456,23.2,21485335,4032,1727967,1.0,5878965,68296,7812,786980,9858141,151380225,9.0,85293,8,0,0,11,28859182,0,242451,92321,0,28859182,,,,,,,,
3383,Spin You Around (1/24),Spin You Around (1/24),Morgan Wallen,2024-01-26,USUG12400786,3453,23.2,77564567,7109,6908240,,0,0,0,0,0,0,23.0,4805,0,8,0,15,18934813,0,156552,115609,0,18934813,217.0,UCzIyoPv6j1MAZpDHKLGP_eA,morganwallen,https://www.youtube.com/channel/UCzIyoPv6j1MAZpDHKLGP_eA,3250000.0,761838431.0,115.0,2137085.0
3384,Solo Me Dejaste,Solo Me Dejaste,Grupo Marca Registrada,2022-07-08,USDXS2202170,3454,23.2,175374235,19506,8147122,66.0,236220298,1251377,32800,18078777,146435027,0,4.0,104,0,0,0,0,12750592,0,0,460868,0,12750592,,,,,,,,
